"station","prov","year","annual","winter","spring","summer","autumn"
"FORT ST JOHN","BC",1940,1.05034859876965,-14.8700413789445,2.12677702044792,14.4321203007519,2.54528366370472
"FORT ST JOHN","BC",2019,2.85228298017772,-9.95542568147054,3.15305074672164,15.4205112781955,2.66138072453861
"FORT VERMILION","AB",1907,-2.66075385508417,-22.5818756691672,-1.5676690789934,14.5273433068182,-0.938661484254055
"FORT VERMILION","AB",2019,0.768385786033363,-16.9507910048838,2.37181026034085,16.4968428603772,1.14100052283109
"FREDERICTON","NB",1878,4.31698241095047,-9.73820834160981,3.28510239957634,17.1382555458847,6.68468412403115
"FREDERICTON","NB",2019,6.38993971349471,-6.5762844120134,5.01742265559587,18.6466332743695,8.4618539510747
"GANDER","NL",1936,3.9652216167009,-5.92082864510081,0.954766760431347,14.4603562597645,6.32836966713555
"GANDER","NL",2019,4.82974070907503,-5.22167135489914,1.98273323956872,15.3782710760374,7.19913033286452
"GASPE","QC",1915,1.75933316239593,-11.950425578369,-0.358898233107475,14.9942985312206,4.85302467244202
"GASPE","QC",2019,4.20396859823431,-8.34669107533462,2.09700417216663,16.1911813651009,6.64402174580503
"GERALDTON","ON",1966,0.0441951896392041,-17.2082099907493,-0.37124190564294,15.4357308048104,2.49277289546714
"GERALDTON","ON",2016,1.05367715078631,-15.6598751156337,0.179752543940811,16.2578862164662,3.2519079555967
"GERMANSEN","BC",1955,0.0687713826327609,-14.146798116391,1.12285774372241,12.3013575408354,0.673754772723299
"GERMANSEN","BC",2014,1.87039011593466,-10.6655737704918,2.7348269669888,13.7078188601176,1.79466405210694
"GILLAM","MB",1943,-5.3433690563613,-24.6109648686318,-6.81899815730772,12.5415101001941,-2.3215694603694
"GILLAM","MB",2018,-3.1087913453889,-21.7070650205379,-4.57202405198331,14.487090577445,-0.595464222363447
"GIMLI","MB",1943,1.20839886084882,-17.1763696607185,0.481747938688258,17.4406225842584,3.9605181928293
"GIMLI","MB",2019,2.55482777576986,-14.8447831219399,2.5699817613565,17.9695199806478,4.78822591389137
"GLACIER","BC",1907,0.637313610090278,-10.3000296364392,0.541293162439754,11.3455332851085,1.3816134682282
"GLACIER","BC",2010,2.19253101205707,-7.75594970122791,2.01156109697382,12.350007027857,1.86606479384103
"GLEICHEN","AB",1902,3.26766473707837,-11.6678822098812,3.51119897319286,16.1356670669339,4.53345486513377
"GLEICHEN","AB",2019,4.0968203551556,-8.24794963388937,4.39403110413122,16.1327867143146,4.51273998555249
"GOLDEN","BC",1901,3.31475406596387,-10.0218472568319,4.73145701908734,14.5058465656219,4.44522892844941
"GOLDEN","BC",2019,5.63473173485139,-6.45912189097533,6.41352009568601,17.0579933309654,5.08667413097792
"GOOSE","NL",1940,-0.175449077238554,-14.9339097744361,-1.9135967190704,13.5253520164046,2.70986466165414
"GOOSE","NL",2019,0.762291182501706,-14.5003007518797,-1.24692959671907,14.8904374572796,3.83487218045113
"GORE BAY","ON",1916,4.7963620722339,-8.4977564549479,2.70779636282942,17.1060076958733,7.42163342033888
"GORE BAY","ON",2019,6.14062585097582,-6.85174684877087,4.31281965299867,18.5414824336186,9.04671403263382
"GRAND FALLS","NL",1935,4.18816262760229,-6.82937390537361,1.26234290497254,15.3296810902662,6.56906310185492
"GRAND FALLS","NL",2012,4.89309465678,-5.75514630513253,2.56712527429735,15.8119376598411,7.1713577480466
"GRAND FORKS","BC",1910,6.34075760060063,-6.39664783793091,7.18983706145445,17.9511312889962,6.65620366391938
"GRAND FORKS","BC",2009,8.30227823850741,-2.41489746371194,8.80395689296774,18.8570944683114,7.90877543845944
"GRAND RAPIDS","MB",1960,0.0785654813882246,-19.2035069981123,-0.920700738766428,16.9212777926757,2.865219023359
"GRAND RAPIDS","MB",2017,1.45746705115448,-15.0013470831527,0.551452916726788,17.3113505462347,3.24640202589137
"GRANDE PRAIRIE","AB",1921,0.35118258243444,-15.2512652707713,0.88913271602884,14.1830260007076,2.4181932602757
"GRANDE PRAIRIE","AB",2019,2.85511279004925,-11.0390155007136,3.53245294328725,15.6327422311397,2.91837049195815
"GREAT FALLS","MB",1921,1.78967409300902,-16.9962741829809,1.00169173763579,18.2374347686096,4.45940535986733
"GREAT FALLS","MB",2017,3.03236584129434,-13.8351213567464,3.35570235565477,18.3719653262725,5.22641635973875
"GREENWOOD","NS",1941,6.67196111901375,-4.42485538169748,4.65903745851115,17.5544656235183,8.75441725936463
"GREENWOOD","NS",2019,8.02137221431959,-3.12981128496916,5.95962920815553,19.1442010431484,10.120249407302
"HAINES JUNCTIO","YT",1943,-3.67484953613981,-20.5251010277787,-2.27837984343442,10.776419309034,-2.85792152388511
"HAINES JUNCTIO","YT",2019,-1.17738464193621,-15.1407258090177,0.243002378173713,12.0858229874606,-1.81185177836202
"HALIBURTON","ON",1887,4.07680390660678,-10.1160690648091,3.27742344310246,16.8749915373266,6.20402948792319
"HALIBURTON","ON",2019,5.2609077709059,-8.41889059189257,4.16869561652674,17.8984724505874,7.66512291445828
"HALIFAX","NS",1878,5.88586491927198,-4.38827968644586,3.6935263928645,15.6365142695946,8.64415320535257
"HALIFAX","NS",2019,7.40920709524978,-2.87723909057447,4.63037918988384,17.4782034940605,10.3230141562289
"HALL BEACH","NU",1957,-14.7303768232584,-30.532631738086,-20.314011299435,3.24337079952529,-11.1460140167858
"HALL BEACH","NU",2018,-12.3622621297868,-28.8013387982732,-17.6526553672316,4.85978928884985,-7.76116019490415
"HAMILTON","ON",1878,6.10374104481799,-6.56680181870345,4.41661775294068,18.2409271032037,8.50117699709059
"HAMILTON","ON",2019,8.46288397124209,-3.55695940105456,6.97192389362737,20.2590494702936,10.24077273791
"HARROW","ON",1916,9.15023630905572,-3.18415127347226,7.34540400876917,20.9911707851499,11.1585407279211
"HARROW","ON",2019,10.1998500163911,-2.29240411304507,9.27646391660328,22.3678194858839,11.8781775970853
"HAY RIVER","NT",1894,-5.46567156129405,-25.1330723889037,-7.00451613669888,11.9802863637505,-2.4080069653911
"HAY RIVER","NT",2019,-1.64167960497274,-18.9764578037096,-2.9427667067395,15.4381239192667,0.284143823432139
"HIGH PRAIRIE","AB",1926,0.690315688155128,-15.9762539466998,1.68262190100763,14.0962810770266,1.86115415807749
"HIGH PRAIRIE","AB",2016,2.05681635885166,-11.3842085773553,2.74969950044565,15.2755851836662,3.38360860515274
"HIGH RIVER","AB",1905,2.88486314732808,-8.93630738797435,2.54513312054456,14.4082886833681,4.01573461320946
"HIGH RIVER","AB",2007,4.05920758636265,-6.27268052214835,3.5082967996077,13.788565729966,4.69278557538476
"HOPEDALE","NL",1941,-2.27608732671611,-14.7767158871932,-4.91121127647648,8.8437117304949,1.7213327854768
"HOPEDALE","NL",2019,-1.13034153127698,-13.8113705080837,-4.49417866737307,10.4991414737189,3.40381222751699
"HORNEPAYNE","ON",1919,-0.532662756198771,-16.9372215288296,-1.28653186411434,14.0394141063063,3.41531805230554
"HORNEPAYNE","ON",1996,0.589166588784682,-16.2253701606901,0.167988896602118,14.9900561516253,2.51549673584253
"HUDSON BAY","SK",1942,-0.276457779514161,-18.6631241748662,0.0613526687908177,15.6183601579882,1.91204380266516
"HUDSON BAY","SK",2019,1.55485849095266,-14.8419524224686,1.90037359981392,16.3749615912471,2.75092472195608
"ILES MADELEINE","QC",1932,3.88246991166285,-6.28494474800998,-0.0268556322720102,14.3736639488607,7.36883107094764
"ILES MADELEINE","QC",2017,5.77823875382919,-4.37144146515127,1.99892989199914,16.4394442320224,9.08776918968105
"INDIAN BAY","MB",1914,1.59122263131341,-16.4753611423927,1.03105465884942,17.6718671393331,4.07837404887229
"INDIAN BAY","MB",2019,3.23237164185017,-13.6588299013296,3.34033113864223,18.0917314440958,5.02402739438818
"INDIAN HEAD","SK",1889,-0.975191766611445,-18.9421397656684,-0.823597440944873,14.8786947356677,1.00640001003137
"INDIAN HEAD","SK",2019,2.32631775620711,-13.7126217365587,2.551156496063,16.7578429552014,3.56194889157342
"INUKJUAK","QC",1926,-7.39952199716812,-23.8657405883024,-11.23370578064,6.22474510222463,-1.6467273588903
"INUKJUAK","QC",2018,-5.60684267079061,-20.9888504949793,-10.8397338781321,9.45560981344188,0.407534412043631
"INUVIK","NT",1956,-10.8797667183719,-30.2824201166991,-14.4182874872649,11.2111197554877,-10.0887557058342
"INUVIK","NT",2019,-6.106013218134,-22.2175798833009,-9.25837917940169,12.6888802445123,-5.6725694280218
"IQALUIT","NU",1949,-9.5839820415332,-24.8771035421681,-13.3668299544088,6.07665952174408,-5.38091447579173
"IQALUIT","NU",2015,-8.23654765835344,-23.7010558432402,-13.0554557044469,6.68069773338483,-3.44434099986879
"IROQUOIS FALLS","ON",1913,0.781688487525402,-16.1852736155226,-0.234191714810596,16.1682546292426,3.77978166064566
"IROQUOIS FALLS","ON",1999,1.16140168729179,-15.5549497273532,0.438266419956868,15.8119036323357,3.44743901588416
"ISLAND FALLS","SK",1930,-2.46172274331657,-22.2928316796867,-2.58580782098787,15.2373453209885,0.301847139212665
"ISLAND FALLS","SK",2018,-0.761603563413743,-18.8839395600039,-1.18624035888095,15.6713954037239,0.897858713975349
"JASPER","AB",1930,1.67106783785739,-10.0599491043172,2.17799189054836,12.8858321848051,2.99165073844126
"JASPER","AB",2019,3.74830604378983,-7.60063148547713,3.9543716287904,14.4079791358743,3.54272919731666
"JENNER","AB",1914,2.81850574945494,-13.2490012465479,3.39763397907502,17.0805191442454,4.23925349450994
"JENNER","AB",2008,5.06196914716629,-8.33843846523922,4.99755952444897,17.7351074707163,5.12228325548238
"JOLIETTE","QC",1914,4.2874330381409,-11.7009440852022,3.52947986651397,19.0468613262619,6.71472492474506
"JOLIETTE","QC",2012,6.46487914677579,-8.32509496454422,5.86062984966099,19.5487013783918,8.22494816679658
"KAMLOOPS","BC",1895,8.12982525473967,-4.00280979613454,9.01696162867654,19.3870126967101,8.13119605325415
"KAMLOOPS","BC",2019,9.45250804608424,-1.69702492289122,9.9611059629496,20.4865836194702,9.07907998460938
"KAPUSKASING","ON",1917,0.0490247631469245,-16.7128139695183,-1.1595324675325,15.3295617398474,2.8830915242618
"KAPUSKASING","ON",2019,2.10291669991707,-14.3909188940798,1.46862337662338,16.6057917955061,4.64997142338675
"KASLO","BC",1911,6.43480353926921,-3.32368969088528,6.13613245192482,16.1535697862528,6.69692286071728
"KASLO","BC",2019,8.11188751959763,-1.0086449216216,7.845391551552,18.021522133965,7.83139598500945
"KEG RIVER","AB",1934,-0.724193036269309,-19.2951128537223,0.373846760058161,14.0214967723931,1.32386374667522
"KEG RIVER","AB",2007,0.27866836783739,-15.5961161212415,1.59377012649972,14.6375466546946,-0.296232550915406
"KELLIHER","SK",1911,0.0639057799711438,-17.546440054439,-0.227497833538017,15.0411236422505,2.03991305870476
"KELLIHER","SK",2019,2.50062781278311,-13.5119110730312,2.91516993148986,17.2939847516031,3.45824669563143
"KELOWNA","BC",1901,6.09654834856816,-5.34739820894234,6.27045343737231,16.8128214701547,6.21704520114098
"KELOWNA","BC",2009,8.22951462380921,-1.38882002465621,8.52212923694002,18.7251911440853,8.0305226381925
"KENORA","ON",1898,1.59454963914581,-16.1632628587051,1.27075097081775,17.539366598277,3.75277785775517
"KENORA","ON",2019,3.49432003654039,-13.5096231742223,3.62130014584886,18.566407961677,5.2192957045323
"KENTVILLE","NS",1912,6.00763068649087,-5.6940487146342,3.97977300887777,17.2523194592255,8.45210650800262
"KENTVILLE","NS",2019,7.7044819534423,-3.25609586009956,5.42485247978382,18.6833456356466,10.0300118088671
"KEY LAKE","SK",1978,-2.8975399997362,-21.5187588127364,-2.09469364382516,14.0153346090446,-2.06698604741931
"KEY LAKE","SK",2019,-1.71174534710406,-19.288732676889,-3.21112807787748,15.4231258755784,0.294464337984166
"KINDERSLEY","SK",1941,1.9774876228012,-14.606368537159,1.96385312512292,16.9164771633996,3.69953777564858
"KINDERSLEY","SK",2019,3.68420839268386,-11.3265129679501,4.38562380521574,17.3191163440627,4.23017414912484
"KINGSTON","ON",1878,5.59919504275252,-7.93941917412188,3.75861474572669,18.1256614447082,8.39752708933391
"KINGSTON","ON",2018,8.14467938561314,-4.86767757445411,6.69138820934444,20.2985987800303,10.2332926530693
"KOMAKUK BEACH","YT",1966,-12.0182902771254,-25.8459648589032,-16.6126446769011,5.16514347812391,-9.72541015115078
"KOMAKUK BEACH","YT",2017,-9.31234382339127,-22.7719802996881,-14.1468003674892,7.24676662361797,-7.55698060531159
"KUGLUKTUK","NU",1931,-12.1496525062665,-29.2667982492455,-16.8745621307414,6.33025169285951,-8.84422927124122
"KUGLUKTUK","NU",2015,-9.45589099820761,-25.7985662087265,-15.0922236516105,9.15248839041162,-6.27628540642821
"KUUJJUAQ","QC",1946,-5.83427239828929,-21.8546723821188,-9.04858719888876,9.2604356574228,-1.56446155192021
"KUUJJUAQ","QC",2019,-4.0554227437219,-20.5024704750241,-7.66847973096466,11.3052786282915,0.593032980491643
"KUUJJUARAPIK","QC",1924,-5.33979132305087,-21.2074406466566,-8.46178649433406,8.39135188038815,0.683260227651338
"KUUJJUARAPIK","QC",2015,-2.72179390795471,-18.8629387418841,-6.24081767707077,11.0448900503936,2.95336440385706
"LA POCATIERE","QC",1912,3.19680625599324,-11.7502158406553,1.91549541389174,16.9444500486755,5.63349584373309
"LA POCATIERE","QC",2019,5.0805930424251,-8.27151562799092,3.44703441322047,17.7367315311211,7.58910317123246
"LA RONGE","SK",1922,-1.55562166073329,-19.7754763323089,-1.57527333035178,15.031369781053,0.864446313773218
"LA RONGE","SK",2019,1.07432492475471,-15.9246550997627,1.10302817109204,16.4604373015497,2.22579541323922
"LA SARRE","QC",1950,0.331721286474401,-15.8160604978576,-1.14458793269746,14.406930774911,3.97557478926102
"LA SARRE","QC",1993,0.632941335954168,-16.5019460314222,0.290138861245921,15.5571060143498,2.6740303956355
"LA TUQUE","QC",1911,2.7719885636598,-13.6628807736462,2.33938739131697,17.174588003298,5.3904754382557
"LA TUQUE","QC",2019,3.64226350597492,-11.9795311130609,2.90022069736957,17.6008525128709,6.13829607016627
"LABRIEVILLE","QC",1959,1.59715905040279,-14.6500307240976,0.480139059882521,16.3988019444206,4.53404048703967
"LABRIEVILLE","QC",1995,1.35244528409496,-16.286653848441,0.799217914303597,16.7597930826809,3.80177784417719
"LACOMBE","AB",1906,1.9365470687326,-12.6259355385112,2.46248457798037,14.709599515889,3.37079500843262
"LACOMBE","AB",2019,3.10653511714065,-9.99135375140005,3.40106328124761,15.2029826739034,3.46419655984137
"LANGARA","BC",1935,7.46329662329505,2.9842204180994,5.9965778380006,11.8716990100647,8.95388738331827
"LANGARA","BC",2019,8.05733760625807,4.25857417160983,6.45774314965372,12.4407223703336,9.02142125865703
"LANSDOWNE HOUSE","ON",1940,-1.85041835966717,-20.401817814207,-3.66707573551499,15.1890268093789,1.52737216354397
"LANSDOWNE HOUSE","ON",2018,-0.52639987343936,-18.5217343341689,-1.36141117197071,15.5465422545035,2.10415637808318
"LEADER","SK",1923,3.38186199235857,-12.8504426654072,4.02624787456003,17.9956239998017,4.41274160771836
"LEADER","SK",2019,4.54832291829143,-9.88545616197128,4.95651090130431,17.8781787767425,5.20676871561831
"LEBEL QUEVILLON","QC",1977,0.852356381148958,-16.0998974709501,0.428256989886957,15.5942128329026,4.14225242485927
"LEBEL QUEVILLON","QC",1998,1.12542139662883,-15.258031442242,0.179140567589322,16.1173839757276,3.39527002754161
"LENNOXVILLE","QC",1914,4.49321378192008,-10.2852713024211,3.5405757106081,17.6331186272798,6.92755123315253
"LENNOXVILLE","QC",2019,5.99394738897752,-7.5482799967899,5.25079463154119,18.5453431182166,8.13021625399082
"LES CEDRES","QC",1912,5.14083639004455,-10.5084770159935,3.43361654846494,18.9807324317914,7.54803421139961
"LES CEDRES","QC",2011,6.60055082346568,-7.70508703421869,5.95826081347919,20.0058199862714,9.05437799781008
"LETHBRIDGE","AB",1901,4.43032280171818,-8.12134809415586,3.99499291917962,16.0444421973569,5.75834263677365
"LETHBRIDGE","AB",2019,6.35674085657607,-4.92728471285248,6.02049773710847,17.7271483993186,6.73591368250026
"LIVERPOOL","NS",1939,7.12059234155837,-3.65065792980869,4.94214017831295,17.362499748678,9.43882965103045
"LIVERPOOL","NS",2006,7.68232346607404,-2.97401495543036,5.79927302178983,18.5370333669387,9.79823045129119
"LONDON","ON",1882,6.81861379030373,-5.66754392304881,5.57137047184958,18.7461639662067,8.68556592578858
"LONDON","ON",2019,8.98275984278277,-3.47225223481653,7.56593270565711,20.7968246526017,10.8301335466802
"LONGSTAFF BLUFF","NU",1957,-12.9020046888659,-27.0785132027959,-18.7155750747032,4.19570107500743,-10.1386444200807
"LONGSTAFF BLUFF","NU",2010,-11.3229138520226,-26.9009591717079,-16.6673658300361,5.32040884533371,-7.3803956721993
"LOON LAKE","SK",1931,-0.394093652844866,-18.5783871288447,0.76722940587522,14.6261031847039,1.56094635530171
"LOON LAKE","SK",2018,2.02269064259931,-13.0726743062733,2.54126547089023,15.6833725932376,2.55110958852266
"LOST RIVER","SK",1910,-0.304320011444329,-18.8070623312953,-0.113340781011733,15.7939706780517,2.0328070084805
"LOST RIVER","SK",2019,1.21942041229065,-16.0522590767074,1.5425322769564,16.7166405529308,2.29628366652083
"LUPIN","NU",1958,-12.686401480111,-31.1935635713361,-17.6024015262036,7.36807762056992,-9.40333592602195
"LUPIN","NU",2008,-9.99444958371876,-26.653650982885,-14.5455055549321,9.6270873885418,-8.10245441189181
"LYNN LAKE","MB",1951,-4.37446431091131,-24.2716687608831,-4.49474935147835,13.882202252836,-1.91241622424272
"LYNN LAKE","MB",2019,-2.31838577677437,-20.947006971508,-3.11218473699223,15.0382309258877,-0.912238109344742
"MADAWASKA","ON",1914,3.19472744008043,-11.0960246360237,2.8441222612001,15.7198250141584,5.37535200117087
"MADAWASKA","ON",2019,4.30266443822742,-9.93020850608657,3.40298995934256,17.3506122945271,6.54682369497972
"MANIWAKI","QC",1916,3.64172089333237,-12.0823783632777,2.80637283665273,17.3293615489308,6.00225082510319
"MANIWAKI","QC",2019,4.455117381804,-10.2206137778171,4.1132153889301,17.7280579210446,6.58468010962029
"MANYBERRIES","AB",1927,3.98530194573838,-10.9704518698994,3.76169999091394,17.97487116814,5.218013096447
"MANYBERRIES","AB",2019,5.50270942495192,-7.48711846107534,5.36769695596186,18.2398261433866,5.91997805624484
"MAYO","YT",1927,-4.48515136081432,-24.1697350836499,-1.98025800036678,12.8654298565118,-3.64188148660954
"MAYO","YT",2019,-1.67045138947426,-19.3427885948608,0.696478130472791,15.0250483594071,-3.61519622487584
"MCINNES ISLAND","BC",1954,8.37753477564046,3.59807375422476,7.27816227920491,13.3082320982114,9.21570095615537
"MCINNES ISLAND","BC",2019,9.33907900325893,5.08748932536295,8.31449742305311,13.99356248798,10.2478552877123
"MEDICINE HAT","AB",1883,4.09751777131438,-11.377427807936,4.46312830923986,17.8949836543736,5.37979879781459
"MEDICINE HAT","AB",2019,6.46324843557461,-6.41384657812911,6.58198447271503,18.9771051131479,7.00342700762652
"MERRITT","BC",1961,6.38740901683866,-4.32475177131842,6.97249761487994,16.2762070379929,6.8237848320347
"MERRITT","BC",2019,8.63431830526886,-1.58362606111278,8.7477649951979,18.9241279417546,8.29534298563277
"MINE CENTRE","ON",1915,1.67717030436738,-16.0880233875063,1.51972303342806,17.2898184445477,3.98496084597949
"MINE CENTRE","ON",2019,3.10417139674856,-12.899916879049,3.25877438840876,17.3966880731889,5.0519044527324
"MINNEDOSA","MB",1880,1.92707628899944,-16.4053464941365,2.05927062663964,17.822336874719,4.35700295622818
"MINNEDOSA","MB",2008,3.32619631702049,-13.2940363664829,3.58517550126375,18.2590646933407,4.52613850509526
"MONCTON","NB",1897,4.62569539745581,-8.1186274023414,3.24271093400027,16.609747119535,6.93576495928436
"MONCTON","NB",2019,6.1393134766757,-6.12413776415238,3.90181652101716,18.0158692251102,8.63117032332757
"MONT JOLI","QC",1878,1.92758527405119,-12.9756929207507,0.493701138186257,15.2624170926667,4.87067774248339
"MONT JOLI","QC",2019,4.40382278006054,-8.41850997780007,2.62368212087051,16.8028002986376,6.69764767113454
"MONT LAURIER","QC",1921,3.76291801469004,-11.3890514125966,3.20148980146121,17.6462606142249,6.57932093139959
"MONT LAURIER","QC",2013,4.68335546246644,-10.7876952637897,4.45649947515616,17.8984470310442,6.66826973377424
"MONTICELLO","PE",1959,4.8431010093568,-6.28057472463059,1.35089704079026,16.2194817337394,8.08327193693361
"MONTICELLO","PE",2005,6.14364399911589,-5.14682304796086,3.25107001197492,17.3483535372787,9.02992706107715
"MONTREAL TAVISH","QC",1878,5.35781936089388,-9.6228168184595,4.30661018271308,19.2382995459559,7.51234585195862
"MONTREAL TAVISH","QC",2019,8.27880728157944,-5.89399028303831,7.39668004541164,21.1242056084492,10.3306081361895
"MOOSE JAW","SK",1893,2.91544207885005,-13.6643250131824,2.97770549443861,18.0257570646181,4.53406787057272
"MOOSE JAW","SK",2019,4.38341040397254,-10.5903853580347,4.55898687877958,18.2068180485694,5.32119898541881
"MOOSOMIN","SK",1940,1.80563448217566,-14.9478057808638,0.844388992335297,16.9466654156317,4.23930655907163
"MOOSOMIN","SK",1996,2.86030054549704,-13.8977057895587,3.92480730091367,17.7802468160337,3.47098221683312
"MOOSONEE","ON",1891,-0.386846617764166,-17.8526093001242,-2.56548356482249,15.1670116543639,3.59305984047193
"MOOSONEE","ON",2019,-0.0243265597184932,-16.5625874124268,-1.80387025060353,14.5527944787776,3.99041344167497
"MORDEN EXP FARM","MB",1903,2.80539569743152,-15.213206364979,2.49158434434355,18.4786501981686,5.16373386353929
"MORDEN EXP FARM","MB",2019,4.18996255543914,-12.1902333050892,4.27056644274547,19.1430937759626,5.76425782319465
"MORRISBURG","ON",1913,5.12306261381087,-9.38250839865622,4.29805006682802,17.8448376259798,7.70421929262034
"MORRISBURG","ON",2008,7.09391216646632,-7.13171052631579,6.40024636058232,20.0102631578947,9.08601772140539
"MOULD BAY","NT",1949,-18.4374744563506,-34.0947235818407,-23.2418722308706,1.39439836598169,-17.7066491410837
"MOULD BAY","NT",2019,-15.8483124711604,-30.8787722288719,-20.5927708838657,2.56116305774278,-14.6748616401341
"NAIN","NL",1970,-4.04589045082804,-17.7176326893182,-5.55300244100896,8.60579563108338,-0.341270598904572
"NAIN","NL",2016,-1.22546348846009,-14.1673684210526,-4.6966314076485,9.87491201927649,3.20795794899945
"NAPPAN","NS",1912,4.91098313074749,-7.41639389736478,2.98958404667059,16.4071721967353,7.62220181961293
"NAPPAN","NS",2019,6.39796140820929,-4.99899071801985,4.21179912911736,17.4197508801878,9.00815641007314
"NATASHQUAN","QC",1913,-0.133142746700322,-12.8602906972461,-1.93698368928312,11.6341000398529,3.07898546779724
"NATASHQUAN","QC",2019,1.88290568253304,-10.7495330237617,-0.309567061915399,13.8181706209071,4.82671008871208
"NICOLET","QC",1913,4.9274733214762,-10.7584369894994,3.70728603700725,18.7417037522762,7.16845606684512
"NICOLET","QC",2012,5.46377834593153,-9.33867461826762,4.88220549369719,18.99178032191,7.90034217614369
"NORMAN WELLS","NT",1942,-6.80744399800577,-27.8525168456127,-7.35066716031098,14.0964028137727,-6.04651406665192
"NORMAN WELLS","NT",2019,-4.23339001690712,-22.9420777489818,-5.27095446131064,15.7873809700111,-4.69554364074592
"NORMANDIN","QC",1936,0.816037420902216,-16.2859725643462,-0.211800137791169,15.7299367884839,3.9916616599172
"NORMANDIN","QC",2019,1.62282375228657,-14.7017058183176,0.850148912616053,16.0143969067122,4.54332162586724
"NORTH BAY","ON",1924,3.33280623033307,-11.4730166836908,2.16088265141267,17.0697826776091,5.85688663210693
"NORTH BAY","ON",2015,4.79491561998513,-9.90600102145046,4.12535772549727,17.9938536860273,6.61441220958005
"NORTHBATTLEFORD","SK",1890,0.58674603554833,-17.5835014521258,1.08068190447772,16.137782147325,2.65665539804664
"NORTHBATTLEFORD","SK",2019,2.69188784554211,-13.2235042722061,3.33205391518848,17.0343435421453,3.66801788952436
"NORWAY HOUSE","MB",1896,-2.17424055322637,-21.5131215673645,-2.97227521124847,15.112802957425,0.834588883644702
"NORWAY HOUSE","MB",2019,-0.169220423667603,-18.4657640900608,-0.380733260036131,16.4946664620866,1.66234903229453
"OLD CROW","YT",1951,-11.0651499162744,-32.6269509949442,-12.0029423645411,11.4960074002176,-10.5199980404021
"OLD CROW","YT",2019,-6.87936115762533,-25.2543831903292,-7.98913237733262,13.6244598036597,-8.09890245327907
"OLDS","AB",1914,2.33055977355443,-10.6114862110392,2.2839976700595,14.1589511628336,3.69507928163383
"OLDS","AB",2017,3.57534887123897,-7.89213248396892,3.27314821753084,14.9224447057477,3.9727173394453
"OLIVER","BC",1954,9.83048583638746,-0.984249131959317,10.1526549910102,20.4588242198755,9.41599100736422
"OLIVER","BC",2019,10.6999503843559,0.151277467960497,10.9031177998269,21.9443234889255,10.4484012082264
"ORANGEVILLE","ON",1886,5.35749186217376,-7.72389989842067,3.52488756095741,17.9768670168328,7.52186453937193
"ORANGEVILLE","ON",2017,6.27212040569736,-6.2797849970398,5.09963383210107,18.0995697164482,8.20944793038658
"OTTAWA","ON",1888,4.90984991836878,-10.7979030282915,4.19859817711313,18.9966712827321,7.29659382311493
"OTTAWA","ON",2019,6.91768027519959,-7.58647197170848,6.13360619423589,20.0048912172679,9.04964637083165
"OUTLOOK","SK",1914,2.3588591551716,-14.5414337997937,2.44917497342997,17.5501225076602,3.9882408295538
"OUTLOOK","SK",2019,3.8760839627801,-11.5796719896948,4.31870914472328,17.6461781801416,4.87999666644417
