"station","prov","year","annual","winter","spring","summer","autumn"
"OWEN SOUND","ON",1878,6.18013927024004,-5.96992684129722,4.0657351266952,17.8185706998699,8.23451979811328
"OWEN SOUND","ON",2008,7.37709345251615,-4.25472627756438,5.40167966369824,18.7961633508147,10.0338823503469
"PARENT","QC",1942,0.835550437374724,-15.3336958284113,-0.184993152752995,15.2865114114955,3.77434270708652
"PARENT","QC",2019,1.66283595719873,-14.0741148130436,0.507457131368408,15.4415472341726,4.26111424631474
"PARRSBORO","NS",1896,3.94428988539654,-7.82057036960774,2.13071029766341,14.5264969712755,6.68789772999475
"PARRSBORO","NS",2019,6.44129373750397,-4.16783813082527,4.28111366914954,16.7025577267836,9.09420756858517
"PASWEGIN","SK",1962,0.257436801881255,-18.3967461918694,0.474657912923263,16.0288745203232,2.4957354925776
"PASWEGIN","SK",2004,1.98624338624339,-14.1879123373348,2.92702833448513,16.8741063573707,2.4991363022942
"PEACE RIVER","AB",1906,-0.323059814179814,-16.3091237658579,0.965600155079226,13.1380192705084,0.916342112089055
"PEACE RIVER","AB",2019,2.1584154482955,-12.6628029380657,2.86269554777994,15.9138001973521,2.3227202074453
"PELLY","SK",1950,-1.1964067426002,-19.4881125709507,-1.06706399175771,14.5839341855863,1.16924817007941
"PELLY","SK",2017,1.5611210334758,-14.2802648950598,1.52982835842251,16.0105792621794,2.63468884914494
"PELLY BAY","NU",1959,-15.6758698522416,-33.0584517361384,-20.6234741338396,4.41658931341762,-12.7240367425774
"PELLY BAY","NU",2012,-12.2535041648059,-30.1262806255506,-17.8341002519076,6.97037400282393,-8.29445118208088
"PELLY RANCH","YT",1955,-5.36252901330283,-27.1364720770958,-2.37496745227074,12.9717285623833,-4.62916417864746
"PELLY RANCH","YT",2016,-1.92940341140947,-20.2290213340781,0.170098891593767,14.8902850325221,-3.16610935035904
"PENTICTON","BC",1907,8.48517918946076,-1.74539145906065,8.63689185432305,18.4363969974979,8.6339131814491
"PENTICTON","BC",2019,9.81855832567567,0.203035346775984,9.4713650264109,20.0342330320312,9.50031565291246
"PETERBOROUGH","ON",1880,3.88923408282414,-10.394479723769,3.03968954358358,16.8632647896308,6.55344016590076
"PETERBOROUGH","ON",2019,6.82297086581655,-6.04224864742063,5.94189925168314,18.6999359786881,8.44096479254066
"PICKLE LAKE","ON",1937,-0.399484066354265,-18.8634031563634,-2.02917675890038,15.7369456725934,1.59196683190607
"PICKLE LAKE","ON",2017,0.816722620513694,-16.6222969597226,1.00153245033171,16.9790185772026,2.5261271541076
"PIERSON","MB",1932,2.12594322326282,-16.4645492597999,2.30536167456399,18.1207790951757,4.15824955182773
"PIERSON","MB",2019,3.95836662817661,-11.8820760852802,4.30604979680206,18.4284035053835,5.18489701201862
"PILGER","SK",1911,0.534386449118191,-17.4472599454129,0.674220225160266,16.3817778736163,2.78620141893598
"PILGER","SK",2012,1.66448183981998,-15.1449526597227,2.40034375091479,16.8493533583251,2.90863261295551
"PINAWA","MB",1914,0.787792677521416,-17.2991968666255,0.383314697097369,16.9972956857741,3.58229364647127
"PINAWA","MB",2015,3.11535080126789,-14.4342197485055,3.28310357151977,18.1263796183493,4.95162287742453
"PINCHER CREEK","AB",1899,4.02513493785034,-6.88701631110965,3.45635425796331,14.7902096578198,5.21395429777204
"PINCHER CREEK","AB",2019,5.14622401551512,-5.14149175554072,4.36961309823514,15.5908508926606,5.65371981473458
"PLUM POINT","NL",1971,1.59512253724155,-9.80169947352539,-0.885380848729554,12.0160978556327,4.71367400673699
"PLUM POINT","NL",2017,3.524315233061,-6.62718889373261,0.0836282891162625,14.0722742373905,6.87990232852333
"POND INLET","NU",1922,-15.2795637356558,-32.36765897872,-20.0082016042867,3.02245650440317,-11.4104613161728
"POND INLET","NU",2019,-13.5097884353118,-30.338536487677,-19.4370817511898,5.47115258584891,-10.0249018179919
"POPLAR RIVER","SK",1955,2.75449361086692,-12.5266092539353,3.08579685035296,16.8563964898509,4.08903442971267
"POPLAR RIVER","SK",2003,3.88139898414732,-10.7401072621089,4.13309327402963,17.3897148704721,4.15921895347686
"PORT AUXBASQUES","NL",1908,3.43171268856027,-5.54541748515766,0.38005943060751,12.0554724784893,6.65160794512515
"PORT AUXBASQUES","NL",2014,4.80913883038869,-3.25434280957214,1.45982634756931,13.4546086672624,7.84865435918204
"PORT HARDY","BC",1943,7.70124645193136,2.8969208934962,6.60535604097246,12.828520301123,8.41952980377637
"PORT HARDY","BC",2019,8.94258916450696,4.57979143527088,8.0028631371097,14.0098358632605,9.19964827841539
"PRINCE ALBERT","SK",1884,-0.558634734022824,-19.2607401631249,-0.0241986220980621,15.4714462545349,1.42421476824189
"PRINCE ALBERT","SK",2019,1.93349388166666,-14.8098479434551,2.34957267047981,16.9822448426613,3.16193172507828
"PRINCE GEORGE","BC",1914,2.85736923930767,-9.68625956691376,3.64932474744672,13.4006007714233,4.02561168494169
"PRINCE GEORGE","BC",2019,4.70973893632612,-5.80752260816953,5.1541495730565,15.1367138213198,4.38125740531251
"PRINCE RUPERT","BC",1907,6.39757917629353,0.202482539039238,4.90251922474687,12.6741762678858,7.58809904192694
"PRINCE RUPERT","BC",2019,7.84519088490962,3.25238861327071,6.91890114478584,13.0155748945087,8.41385238089961
"PRINCETON","BC",1899,5.07481595434929,-6.957648911707,5.95868078532331,15.7041455835615,5.91225654077604
"PRINCETON","BC",2019,6.79883955837903,-4.06395563593226,6.96230901102728,17.2672868566333,6.73758382624442
"QUAQTAQ","QC",1942,-6.90697732913008,-19.4483820486977,-9.57359037548584,4.42176040212231,-2.10930402632756
"QUAQTAQ","QC",1987,-7.46921322690991,-20.3214192881014,-12.2667946623874,4.59414521083496,-2.40695161093731
"QUATSINO","BC",1894,8.32593648098243,2.79884728846305,7.19284212708853,14.2294745778847,9.20571443317472
"QUATSINO","BC",2017,9.73684865935742,5.13884674724159,8.63856935740514,14.7343055594528,10.4106263657369
"QUEBEC","QC",1878,4.12069860746658,-11.0963874282992,2.70286205060112,18.4037863274719,6.4020200070994
"QUEBEC","QC",2019,5.23155716532589,-9.23114880358488,4.29623061108727,18.4355688543114,7.46000788921141
"QUESNEL","BC",1898,4.18239901772951,-8.91119705715342,5.09287179714778,15.3398041386686,5.16464244766258
"QUESNEL","BC",2019,5.7037019364821,-5.07497887381481,6.26599261835868,16.0535787627681,5.52501142601324
"QUINSAM RIVER","BC",1957,8.53092179031675,2.06681098923251,7.54595497903411,15.6816364699006,8.74971831880921
"QUINSAM RIVER","BC",2019,9.81458150746289,3.32377920747172,9.14792382711482,17.1390531852718,9.77522410691396
"RANFURLY","AB",1904,0.437245985572552,-15.4644091494092,1.10446065534569,13.932558280692,2.1819614423884
"RANFURLY","AB",2019,3.1208803185586,-11.5629261729262,3.78839648751156,16.6973913844782,3.53911186701906
"RED LAKE","ON",1964,0.200600554785019,-18.5452428355958,0.726481662148636,16.4224133148405,2.18728931572628
"RED LAKE","ON",2017,1.87565048543689,-15.2079215686275,1.73024624356386,17.131040221914,3.86471068427369
"REGINA","SK",1899,1.32746432086,-16.2055258613204,1.34508403361344,16.7073949579832,3.34516806722689
"REGINA","SK",2019,3.5631339697383,-12.3909608760929,3.98291340264919,18.1793220338983,4.54713359920239
"RESOLUTE","NU",1946,-17.157281077771,-32.4413962033068,-22.3018196133322,1.94083807190972,-15.7002799405126
"RESOLUTE","NU",2019,-14.562718922229,-29.4557466538361,-19.7296089580964,2.70487621380456,-11.8711486309159
"REXTON","NB",1923,5.4946252966858,-7.54286606400337,3.07749030334721,18.0102712062975,8.10349841007054
"REXTON","NB",2007,5.98883637364239,-6.68812271163874,4.08259753232868,18.4942345003419,8.48905897404173
"RIDGETOWN","ON",1922,8.73649210408308,-3.47437377588337,6.70993234874128,20.7609365421506,10.8191463681691
"RIDGETOWN","ON",2019,8.73386774811487,-3.40088689511975,7.75546257258135,20.2583584597819,10.7762945236778
"ROBERVAL","QC",1913,1.04461418375611,-16.7425587759394,0.085481982533139,16.3132217475311,3.965386958685
"ROBERVAL","QC",2019,3.6276025799276,-11.7658904084783,2.62295685173518,17.6198088959849,6.30933988679995
"ROCKY MTN HOUSE","AB",1916,0.412180796056703,-13.5014281162544,0.613365832188343,13.6029919068207,1.47344628231443
"ROCKY MTN HOUSE","AB",2019,2.23116378976525,-9.86737159231815,2.38439688659618,13.5191622269035,2.58784491884014
"SABLE ISLAND","NS",1896,6.91958916700714,-0.60353156061284,2.90929701645478,14.1262324546564,10.9571433385741
"SABLE ISLAND","NS",2015,8.22487561546295,1.21383965600648,4.35264314644606,15.4143896171738,12.2125979735816
"SACHS HARBOUR","NT",1955,-14.8314295355205,-30.423730162427,-19.3682995987414,3.53265542233184,-12.8799321852072
"SACHS HARBOUR","NT",2018,-11.2013643317214,-25.6535643459362,-16.4570343002714,5.3556231235538,-8.88595956016167
"SAINT JOHN","NB",1878,4.28589773330831,-7.14288437814722,2.61235588649282,14.521971198788,7.12328714742554
"SAINT JOHN","NB",2019,5.54395301296033,-6.15442604344389,3.77930742245002,16.4832587918641,8.09908886545363
"SALMON ARM","BC",1910,6.07730199764499,-5.61490665495279,6.34343388054625,17.0268859346521,6.59320565783224
"SALMON ARM","BC",2019,7.7012832214128,-2.52085045966553,7.92376046356891,18.1730024699276,7.09322012045052
"SANDSPIT","BC",1947,7.56692231650968,2.47617740453141,5.89949260550678,13.1313051496266,8.91253196930947
"SANDSPIT","BC",2018,9.00919853496535,4.54893868768195,7.30387038595646,14.2608591280299,9.61915966386556
"SASKATOON","SK",1900,0.828205969412998,-17.0683171234895,0.992546599760082,16.5093605521062,2.9486039985607
"SASKATOON","SK",2019,3.04837144628085,-13.3069120372452,3.77146870642527,17.6900993957847,4.01109426743207
"SAULT STE MARIE","ON",1944,3.88818650709854,-9.35911673687977,2.07757871908903,15.8423050062965,6.91485741446837
"SAULT STE MARIE","ON",2019,5.58906453618807,-7.22331074089148,3.84048016920102,17.6761091939196,8.10041484322737
"SCHEFFERVILLE","QC",1947,-4.93363773348764,-21.1376603303733,-6.86402998069942,10.3134764262897,-2.07678421453062
"SCHEFFERVILLE","QC",2019,-3.67025006153025,-20.5356892490908,-6.18078920985807,12.2872384337037,0.0339077336547859
"SCOTT","SK",1910,0.543655094539616,-16.9729614257813,0.936297957024458,15.8129798443119,2.56285120678592
"SCOTT","SK",2019,2.08683189636394,-13.4051166462449,2.76181525052271,16.2826616072978,2.8265249574324
"SEPT-ILES","QC",1943,0.708157207680557,-13.3426817228187,-0.651937553992356,13.703622115266,3.19449723404584
"SEPT-ILES","QC",2019,1.29419218195813,-12.2764963593731,-0.287788473404914,13.7319943230902,4.04099509208134
"SHAWNIGAN LAKE","BC",1912,9.11649382079539,2.47809826096233,8.23943027845941,16.011527359289,9.77901876312432
"SHAWNIGAN LAKE","BC",2019,10.0335906514069,3.64690173903766,9.00480049077137,17.1851324420118,10.2768838605707
"SHEENBOROUGH","QC",1914,3.17371615319383,-12.5279006545491,2.72267652402083,16.7553075001085,5.69533271599467
"SHEENBOROUGH","QC",2019,5.49929654635361,-9.25524741096319,4.76977350787097,18.6185675080683,7.83575966760939
"SHEPHERD BAY","NU",1956,-16.0271456422123,-35.6827696453448,-22.2080529710474,4.52861218292128,-12.9600907026136
"SHEPHERD BAY","NU",2016,-14.4633981360858,-32.0622713466853,-20.0981723439799,5.7100281993808,-9.8257037411512
"SHINGLE POINT","YT",1956,-11.0951131939983,-26.5765219332253,-16.125936569017,8.15731726528034,-9.1682931380101
"SHINGLE POINT","YT",2017,-7.98157488945164,-22.672981524557,-12.7906994786495,9.47283396345309,-6.92380622042761
"SION","AB",1909,1.88373061234592,-12.2216556434481,2.48285354867252,14.0176807059409,2.8096376786153
"SION","AB",2004,3.20669408691052,-10.4165380378523,3.40893154869537,15.6828742436507,3.77498016360637
"SIOUX LOOKOUT","ON",1913,0.424370215121876,-16.709739025386,-0.127506695767558,15.9937662283057,2.87910703746488
"SIOUX LOOKOUT","ON",2019,2.72504669535585,-14.6332312046105,2.66090772879973,17.9781247753227,4.61811147150661
"SLAVE LAKE","AB",1923,0.729338894844002,-15.6653716512552,1.47873313370023,14.1308775352969,2.19487827439201
"SLAVE LAKE","AB",2017,2.22524676131993,-11.4734555702331,2.65437983458872,15.2763711586886,2.6878508995362
"SMITHERS","BC",1921,2.82896815539544,-8.31349524076149,3.18642777155654,12.6820366741321,3.76658715422273
"SMITHERS","BC",2019,4.74494983738234,-5.66966265397537,5.29567749160134,14.8484896416573,4.53180138479655
"SMOKY FALLS","ON",1932,-0.47222399363946,-18.2463186142962,-2.29810913609404,15.7246421080381,3.00318679215864
"SMOKY FALLS","ON",1998,0.865956213326491,-16.2430922176141,-0.0790319316477195,16.1098759842745,3.41645274915307
"SPRAGUE","MB",1915,1.00498003413399,-17.0032770696688,1.24620462046205,16.7324411848494,3.00631502323138
"SPRAGUE","MB",2019,3.14631862497487,-13.4667168843753,3.40593456261674,17.7339716666246,5.15373933788222
"ST ANTHONY","NL",1946,1.40362603041989,-8.57213274627949,-1.5021635881958,11.7960542186965,4.40736760787577
"ST ANTHONY","NL",2019,1.80747947890271,-9.41789657824239,-1.08929725262155,12.7645308490469,5.03519408053208
"ST JEROME","QC",1931,4.11905975326381,-11.753842861889,3.44041976210928,18.2288875714779,6.56793684224902
"ST JEROME","QC",2012,5.6434869728231,-8.5502506489704,5.00643701559471,18.8578231700911,7.42067095436912
"ST JOHN'S","NL",1878,4.54198551597097,-4.17414658594532,1.61806739764048,13.4236623460134,7.27030106097315
"ST JOHN'S","NL",2019,5.43662945650698,-2.93187160164967,1.95857925190666,14.6110246185733,8.03583058541577
"STEPHENVILLE","NL",1897,4.15682669947018,-6.07067363082567,1.13409187746036,14.1494279302019,7.051439196799
"STEPHENVILLE","NL",2019,5.55453260984132,-3.99350835525379,2.63133822045378,15.5590448154279,8.14905282477627
"STEROSE DEGELIS","QC",1931,3.28002705181535,-11.1739622926055,1.71899955372379,16.4019698851026,5.90387395340284
"STEROSE DEGELIS","QC",2000,3.15444872661916,-11.7932943615278,2.38095188092302,16.5097975897301,5.41426788667981
"STETTLER NORTH","AB",1917,1.66613269710266,-11.6002738737245,2.04025715033488,15.0700619407737,2.61038324586543
"STETTLER NORTH","AB",2019,3.60838467721705,-10.2662926373556,4.090138269912,15.9958988006825,4.22620687088251
"STEWART","BC",1909,4.88521259543959,-3.78831598445658,4.72635240120444,13.4021869303572,5.735872365171
"STEWART","BC",2017,6.22057737715655,-2.12498929429993,6.29440771616919,14.4223097917731,5.89071254270125
"SUDBURY","ON",1946,3.00841456991954,-12.305910644127,1.79219876050654,17.1338357832076,5.56299023859463
"SUDBURY","ON",2019,4.5830076763244,-10.2009761429731,3.85160850298836,18.1532847100988,6.50350716730008
"SUMMERSIDE","PE",1928,5.63702661588868,-6.57693171775637,2.69162694421092,17.4177108423917,8.91442233507627
"SUMMERSIDE","PE",2000,5.90812571805455,-5.73658876419258,3.37285592571462,17.7041748830691,8.40470099545859
"SUSSEX","NB",1897,3.65831016826667,-9.43838810768509,2.32051158301172,15.4581723223297,6.17429975429975
"SUSSEX","NB",2010,6.61700229004046,-5.95827220203117,5.14555984555989,18.5102286975015,8.69121709371709
"SWIFT CURRENT","SK",1884,2.89802436326724,-12.3867736656005,2.77310469117744,16.9372275126063,4.25865679774531
"SWIFT CURRENT","SK",2019,4.41675240923351,-9.4162566374298,4.44424707265609,17.3785193573266,5.20535612070324
"SYDNEY","NS",1878,5.66450671253317,-4.69325157253032,2.49292851257044,16.0453407538991,8.77011343929036
"SYDNEY","NS",2019,6.38531915739419,-3.60642424840346,2.89454472861706,16.8870266662471,9.31133019148697
"TADOUSSAC","QC",1912,2.91236707538225,-10.4019520958356,1.61040606340336,15.3351141179818,5.04209882917653
"TADOUSSAC","QC",2011,3.29930964361903,-10.4484808859246,2.29557971634341,16.0388839800518,5.94206846469575
"TATLAYOKO LAKE","BC",1929,4.25911088680836,-5.86225777820711,4.19699002366187,13.1206578872097,5.23658184364312
"TATLAYOKO LAKE","BC",2019,4.22314936974454,-4.96491744525433,4.37608570946295,13.5100179907398,4.34972984888944
"TEMISCAMINGUE","QC",1910,3.97002881799651,-11.2805394819328,2.55417116182377,17.2595108404667,6.65867469357611
"TEMISCAMINGUE","QC",2019,4.98571135573629,-9.12055344413641,3.7772387289603,18.2071273711921,7.60494182145902
"TERRACE","BC",1911,6.23423719406522,-3.28846807602593,6.09456804318223,15.0249817764562,6.93254866033492
"TERRACE","BC",2019,6.60595852079992,-2.12575383130788,6.37073241375389,15.7745564763068,6.37225999949041
"TESLIN","YT",1942,-1.87306128931039,-17.4526491330902,-1.17255025474758,11.9479320168633,-0.517382848794956
"TESLIN","YT",2019,-0.630346157418025,-14.6176954565221,0.112490226956929,12.6595813123089,-0.969410237586629
"TETE BALEINE","QC",1910,0.619020487191751,-12.4910512569138,-1.37173659061396,11.6629812044831,4.28382306039712
"TETE BALEINE","QC",2017,1.48233269486553,-10.4768310939832,-1.0861747218475,12.6565009010717,4.73025219435553
"THE PAS","MB",1909,-1.12028482732222,-19.5556372767988,-1.22624575101224,15.5010928176042,1.0297247481324
"THE PAS","MB",2019,1.05325487850709,-16.7293592847207,0.582406863356624,17.2105340410865,3.02128236419917
"THETFORD MINES","QC",1921,3.09819709113668,-11.0351794767157,1.91751209327479,15.7989900147158,5.54077135259214
"THETFORD MINES","QC",2017,5.07438210639292,-9.30220840169041,4.08239643956621,18.0134096412219,7.00789961147827
"THOMPSON","MB",1966,-3.73408341648374,-23.5293349339736,-2.99857382953182,13.5547226890756,-2.11089044102974
"THOMPSON","MB",2019,-2.23658750748354,-20.4386650660264,-3.11742617046819,14.9852773109244,-0.251300139692674
"THUNDER BAY","ON",1878,0.926368164337767,-14.5402133274855,-0.283811415626985,14.6660437438687,3.67802144193879
"THUNDER BAY","ON",2019,3.70442617451963,-10.9497942020807,3.01796862933534,17.0658403141022,5.91038435516264
"TIMMINS","ON",1954,0.72117698298748,-16.1403993855607,0.160985621112538,15.360857193221,3.34108725856962
"TIMMINS","ON",2019,2.4526007329647,-13.3047619047619,1.70353050791972,16.6230137745209,4.84339329865579
"TORONTO","ON",1878,7.0450064575442,-5.03638645414993,5.14089813518907,19.0182782368202,9.00434013944033
"TORONTO","ON",2019,10.0260080352094,-1.94042514005299,8.49533374886887,21.7063594443392,11.8797178315742
"TUKTOYAKTUK","NT",1956,-11.5661961042705,-28.16539558955,-16.8026241061629,7.84872517561359,-9.29951009757819
"TUKTOYAKTUK","NT",2018,-8.47260470287856,-24.2096180485144,-13.2169449634371,9.79521116988988,-6.11475491288628
"UPPER STEWIACKE","NS",1915,5.49506185356105,-6.24400078885454,3.48587322880773,16.5211865065983,8.08380675739599
"UPPER STEWIACKE","NS",2019,6.56291302844378,-4.40454399728507,4.33991498480527,17.2780565042121,8.80573876605825
"URANIUM CITY","SK",1952,-3.97948858590608,-24.8019045778486,-4.36983574244415,14.9327086205946,-1.64561226526552
"URANIUM CITY","SK",2017,-2.50635219140156,-20.7892955168265,-3.35146444736458,14.5284259003916,-0.283995705862353
"VAL D'OR","QC",1950,1.29025916768575,-14.8661177836762,0.59404744525547,15.7610504067634,3.92934321220419
"VAL D'OR","QC",2019,2.53532815795537,-13.3055136031851,1.49079562043795,16.8309778274047,5.04694054670971
"VAL MARIE","SK",1938,2.09658212385997,-13.2367258887841,1.6936361973377,16.6285789130753,3.26169668138007
"VAL MARIE","SK",2011,3.51444148282282,-10.8527521497086,4.13402734781754,17.1473824182546,3.97448590468382
"VANCOUVER","BC",1895,8.82121934697196,2.78633924942419,8.28289798130334,15.1114930226257,9.09493429074652
"VANCOUVER","BC",2019,10.8118385042677,4.51614008941878,9.97825904349004,17.7496640021677,11.0091979406585
"VAUXHALL","AB",1912,3.79687924926889,-10.4551541402403,3.83921835933926,16.8399333974265,4.92399126981221
"VAUXHALL","AB",2019,5.81427574975065,-6.58225324548846,5.95115795154018,17.6298159299182,6.09688755993997
"VAVENBY","BC",1912,5.73852331594429,-6.37728864679703,6.7428993032293,16.4006902805932,6.20154382343016
"VAVENBY","BC",2019,6.83304907379955,-3.87740942881216,7.63751882708869,17.5454635655607,6.02133476637051
"VERNON","BC",1900,7.52979987168147,-4.28630318421407,7.99885962820015,18.5071912761568,7.85625225848614
"VERNON","BC",2019,8.58527977714919,-2.13469094873166,8.98150857997111,19.2925709461653,8.15236843116903
"VICTORIA","BC",1897,9.4770972795898,3.45078051559607,8.69816763993732,15.2958389118359,10.4006729810568
"VICTORIA","BC",2019,10.2590371741917,4.82821108104259,9.4430088306509,16.3108837772397,10.474957271044
"VILLE MARIE","QC",1913,3.14415586737773,-13.371609620174,1.68458049203115,17.7337224872789,6.10845592605145
"VILLE MARIE","QC",2000,2.8242786194195,-12.6074634164835,2.11500276451023,16.8719377684319,5.3964432843343
"VINELAND","ON",1924,8.61080572217912,-2.76243572502477,6.27355897672309,20.1259662276121,10.9510208106485
"VINELAND","ON",2018,9.46361288247205,-2.21994036472258,7.52600931671246,20.8899857359546,11.3622845950063
"WABUSH LAKE","NL",1959,-4.37849418763827,-21.1940426928382,-5.724839248081,11.0800873577946,-1.30659156194952
"WABUSH LAKE","NL",2019,-2.07122263084288,-18.8565405776814,-4.14084829326071,13.2505519384946,1.15852966557519
"WARFIELD","BC",1927,8.57828015304578,-2.95921081112717,8.84666766308951,19.5868435422457,8.55882922922959
"WARFIELD","BC",2019,8.94531961654318,-0.881945701061952,8.83660219810879,19.4883701898943,8.52542980358986
"WASECA","SK",1906,0.337928844977057,-16.832156551677,0.939420330478811,14.9961040447365,1.93872079414347
"WASECA","SK",2014,2.30654038585426,-13.1861299540007,3.07570824767097,16.4015149622047,3.17087459414571
"WASKESIU LAKE","SK",1965,-0.329809956733698,-17.3939989768936,0.118496999106114,14.4275873506871,0.926645888756525
"WASKESIU LAKE","SK",2019,2.1566920422805,-13.1810602840201,2.07238539139317,16.8035615244281,3.1168078451452
"WATSON LAKE","YT",1937,-3.23264930146869,-22.6121086274775,-1.51647006859281,13.4066728116721,-1.92096804748576
"WATSON LAKE","YT",2019,-1.8187941836578,-19.139586453011,-0.283529931407188,14.1378379862622,-2.14320400878732
"WAWA","ON",1939,1.13603302085171,-12.9433469554139,-0.0272798106687731,13.771499980268,3.70158144883713
"WAWA","ON",2017,2.5655797642143,-11.5020068658258,1.4042422162061,14.7342400107929,5.43780720236755
"WELLAND","ON",1881,8.00576065179645,-4.83312179548766,5.88583855402323,20.0978281857493,10.0711210175516
"WELLAND","ON",2019,9.04195872846266,-2.47477108661708,7.5881074489607,20.5499181488322,11.0028137455042
"WHITECOURT","AB",1941,1.27182140320245,-13.2618985560903,2.07864320039941,13.7973710910469,2.47073299678454
"WHITECOURT","AB",2017,3.42976202095567,-9.10629396519806,4.24058540847528,15.4289789545587,3.18201171956195
"WHITEHORSE","YT",1941,-1.256353155311,-17.0518541224107,-0.591034250058243,12.6341398041089,-0.120782186357963
"WHITEHORSE","YT",2019,0.429316662151948,-12.4177185954008,1.08165552244763,13.3910722687159,-0.209007570465197
"WHITESAND DAM","SK",1937,-3.24089075229532,-22.34142507438,-2.74051989953307,13.4303305222036,-0.660673119607321
"WHITESAND DAM","SK",2019,-0.961464048594166,-18.9798510468463,-1.58340701753303,15.7529811412819,0.36341162243663
"WILLIAMS LAKE","BC",1939,3.43720136850963,-7.49815939931708,3.94654293075342,13.8999938080819,4.16051784244591
"WILLIAMS LAKE","BC",2019,5.0793643146015,-5.43930225483535,5.24566486145434,15.3419426621422,4.81460628476801
"WINDSOR","ON",1939,8.99465797360531,-3.51038961038964,7.55267890004729,21.0203743624796,10.893979704506
"WINDSOR","ON",2019,10.4391082601609,-2.0038961038961,9.41355486618644,22.2913139492087,12.0618644513381
"WINNIPEG","MB",1878,1.14598174840007,-18.0353838414511,1.18280710246147,17.7610496306224,3.54849010667695
"WINNIPEG","MB",2019,3.71053999073035,-13.5399784773895,3.81284507145156,18.9244576157544,5.63556786433753
"WISTARIA","BC",1925,1.82086880117913,-9.75654362234793,2.02314805406828,11.8889461981483,2.84561339778287
"WISTARIA","BC",2013,3.04927884958003,-6.34805894771171,2.07373757444592,12.8546238244514,4.13142380847902
"WOODSTOCK","NB",1917,4.42656913611034,-10.1428268634241,3.8458526889381,17.2034565040422,6.88123787477616
"WOODSTOCK","NB",2019,5.26187740337265,-8.40156301219525,4.07085252775334,17.7888226974062,7.34356376010629
"WOODSTOCK","ON",1878,6.43327591256193,-6.03243401239672,4.8598511079262,18.4539822405817,8.28248411801982
"WOODSTOCK","ON",2015,7.99735527075175,-4.33862924169424,6.8333630881252,19.8120056550645,9.95771536713155
"YARMOUTH","NS",1878,6.31800666976574,-2.56107462501412,4.14215182921167,14.6919107760381,8.88243368489919
"YARMOUTH","NS",2019,7.69794770189321,-1.26163748171378,5.42037969827022,16.3561131796905,10.3004772902996
"YELLOW GRASS","SK",1912,2.36828214158318,-15.0646453106026,2.2018348005127,17.2123967467179,3.66654920698361
"YELLOW GRASS","SK",2018,3.74652970256437,-11.8980443702,4.07210700517997,18.4531187581217,5.05064194201613
"YELLOWKNIFE","NT",1941,-6.00350642130536,-26.99902323376,-7.69371076339496,13.7613447131342,-3.10186013609776
"YELLOWKNIFE","NT",2019,-3.18206203110523,-21.8836434329066,-4.79162256993835,15.6493219535325,-1.68825633412708
"YORKTON","SK",1940,0.907848875646799,-16.4792454540721,0.602735957433907,16.7485569996939,3.26725373040949
"YORKTON","SK",2009,2.39264167908112,-14.7836523262431,2.58734178809681,17.2261540851056,3.53360965996184
